rtime		0	0	0	0	0	0	0	0	0	0	0		0		Mon 24 Sep 2018 03:21:51 PM UTC
rtime		5	0	0	0	0	0	0	0	0	0	5		0		Mon 24 Sep 2018 03:22:21 PM UTC
rtime		3	0	0	0	0	0	0	0	0	0	3		0		Mon 24 Sep 2018 03:22:51 PM UTC
rtime		4	0	0	0	0	0	0	0	0	0	4		0		Mon 24 Sep 2018 03:23:22 PM UTC
rtime		5	0	0	0	0	0	0	0	0	0	5		0		Mon 24 Sep 2018 03:23:52 PM UTC
rtime		6	0	0	0	0	0	0	0	0	0	6		0		Mon 24 Sep 2018 03:24:22 PM UTC
rtime		6	0	0	0	0	0	0	0	0	0	6		0		Mon 24 Sep 2018 03:24:52 PM UTC
rtime		4	0	0	0	0	0	0	0	0	0	4		0		Mon 24 Sep 2018 03:25:22 PM UTC
rtime		5	0	0	0	0	0	0	0	0	0	5		0		Mon 24 Sep 2018 03:25:53 PM UTC
rtime		6	0	0	0	0	0	0	0	0	0	6		0		Mon 24 Sep 2018 03:26:23 PM UTC
rtime		6	0	0	0	0	0	0	0	0	0	6		0		Mon 24 Sep 2018 03:26:53 PM UTC
rtime		6	0	0	0	0	0	0	0	0	0	6		0		Mon 24 Sep 2018 03:27:23 PM UTC
rtime		6	0	0	0	0	0	0	0	0	0	6		0		Mon 24 Sep 2018 03:27:53 PM UTC
rtime		6	0	0	0	0	0	0	0	0	0	6		0		Mon 24 Sep 2018 03:28:24 PM UTC
rtime		7	0	0	0	0	0	0	0	0	0	7		0		Mon 24 Sep 2018 03:28:54 PM UTC
rtime		6	0	0	0	0	0	0	0	0	0	6		0		Mon 24 Sep 2018 03:29:24 PM UTC
rtime		7	0	0	0	0	0	0	0	0	0	7		0		Mon 24 Sep 2018 03:29:54 PM UTC
rtime		8	0	0	0	0	0	0	0	0	0	8		0		Mon 24 Sep 2018 03:30:24 PM UTC
rtime		7	0	0	0	0	0	0	0	0	0	7		0		Mon 24 Sep 2018 03:30:55 PM UTC
rtime		7	0	0	0	0	0	0	0	0	0	7		0		Mon 24 Sep 2018 03:31:25 PM UTC
rtime		8	0	0	0	0	0	0	0	0	0	8		0		Mon 24 Sep 2018 03:31:55 PM UTC
rtime		135	0	0	0	0	0	0	0	0	0	135		0		Mon 24 Sep 2018 03:32:25 PM UTC
rtime		285	0	0	0	0	0	0	0	0	0	285		0		Mon 24 Sep 2018 03:32:56 PM UTC
rtime		87	0	0	0	0	0	0	0	0	0	87		0		Mon 24 Sep 2018 03:33:26 PM UTC
rtime		256	0	0	0	0	0	0	0	0	0	256		0		Mon 24 Sep 2018 03:33:56 PM UTC
rtime		83	0	0	0	0	0	0	0	0	0	83		0		Mon 24 Sep 2018 03:34:26 PM UTC
rtime		218	0	0	0	0	0	0	0	0	0	218		0		Mon 24 Sep 2018 03:34:57 PM UTC
rtime		308	0	0	0	0	0	0	0	0	0	308		0		Mon 24 Sep 2018 03:35:27 PM UTC
rtime		284	0	0	0	0	0	0	0	0	0	284		0		Mon 24 Sep 2018 03:35:57 PM UTC
rtime		267	0	0	0	0	0	0	0	0	0	267		0		Mon 24 Sep 2018 03:36:28 PM UTC
rtime		286	0	0	0	0	0	0	0	0	0	286		0		Mon 24 Sep 2018 03:36:58 PM UTC
rtime		316	0	0	0	0	0	0	0	0	0	316		0		Mon 24 Sep 2018 03:37:28 PM UTC
rtime		292	0	0	0	0	0	0	0	0	0	292		0		Mon 24 Sep 2018 03:37:58 PM UTC
rtime		46	0	0	0	0	0	0	0	0	0	46		0		Mon 24 Sep 2018 03:38:29 PM UTC
rtime		257	0	0	0	0	0	0	0	0	0	257		0		Mon 24 Sep 2018 03:38:59 PM UTC
rtime		268	0	0	0	0	0	0	0	0	0	268		0		Mon 24 Sep 2018 03:39:29 PM UTC
rtime		221	0	0	0	0	0	0	0	0	0	221		0		Mon 24 Sep 2018 03:40:00 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:40:30 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:41:00 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:41:30 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:42:00 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:42:30 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:43:00 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:43:31 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:44:01 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:44:31 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:45:01 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:45:31 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:46:01 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:46:31 PM UTC
rtime		55	0	0	0	0	0	0	0	0	0	55		0		Mon 24 Sep 2018 03:47:02 PM UTC
