Tue Aug 21 23:30:23 2018,1
Tue Aug 21 23:33:36 2018,2
Tue Aug 21 23:36:51 2018,4
Tue Aug 21 23:40:07 2018,3
Tue Aug 21 23:43:22 2018,5
Tue Aug 21 23:46:38 2018,4
Tue Aug 21 23:49:54 2018,4
Tue Aug 21 23:53:07 2018,4
Tue Aug 21 23:56:20 2018,4
Tue Aug 21 23:59:34 2018,5
Wed Aug 22 00:02:48 2018,5
Wed Aug 22 00:06:02 2018,4
Wed Aug 22 00:09:17 2018,5
Wed Aug 22 00:12:32 2018,4
Wed Aug 22 00:15:47 2018,5
Wed Aug 22 00:19:02 2018,4
Wed Aug 22 00:22:17 2018,4
Wed Aug 22 00:25:31 2018,6
Wed Aug 22 00:28:47 2018,6
Wed Aug 22 00:32:01 2018,7
Wed Aug 22 00:35:17 2018,6
Wed Aug 22 00:38:32 2018,5
Wed Aug 22 00:41:48 2018,6
Wed Aug 22 00:45:03 2018,6
Wed Aug 22 00:48:17 2018,7
Wed Aug 22 00:51:32 2018,7
Wed Aug 22 00:54:46 2018,7
Wed Aug 22 00:58:00 2018,8
Wed Aug 22 01:01:15 2018,8
Wed Aug 22 01:04:29 2018,8
Wed Aug 22 01:07:43 2018,8
Wed Aug 22 01:10:56 2018,8
Wed Aug 22 01:14:10 2018,7
Wed Aug 22 01:17:26 2018,7
Wed Aug 22 01:20:40 2018,7
Wed Aug 22 01:23:54 2018,7
Wed Aug 22 01:27:07 2018,7
Wed Aug 22 01:30:21 2018,6
Wed Aug 22 01:33:36 2018,6
Wed Aug 22 01:36:50 2018,5
Wed Aug 22 01:40:06 2018,6
Wed Aug 22 01:43:21 2018,5
Wed Aug 22 01:46:36 2018,4
Wed Aug 22 01:49:51 2018,4
Wed Aug 22 01:53:05 2018,5
Wed Aug 22 01:56:20 2018,5
Wed Aug 22 01:59:33 2018,4
Wed Aug 22 02:02:48 2018,5
Wed Aug 22 02:06:03 2018,4
Wed Aug 22 02:09:18 2018,4
Wed Aug 22 02:12:32 2018,4
Wed Aug 22 02:15:45 2018,4
Wed Aug 22 02:18:58 2018,3
Wed Aug 22 02:22:13 2018,3
Wed Aug 22 02:25:26 2018,2
Wed Aug 22 02:28:41 2018,3
Wed Aug 22 02:31:55 2018,2
Wed Aug 22 02:35:10 2018,2
Wed Aug 22 02:38:24 2018,2
Wed Aug 22 02:41:36 2018,1
Wed Aug 22 02:44:51 2018,1
Wed Aug 22 02:48:04 2018,1
Wed Aug 22 02:51:17 2018,1
Wed Aug 22 02:54:30 2018,1
Wed Aug 22 02:57:42 2018,1
Wed Aug 22 03:00:55 2018,1
Wed Aug 22 03:04:08 2018,1
Wed Aug 22 03:07:21 2018,1
Wed Aug 22 03:10:34 2018,1
