+--------+----------------------------+----------------------------+-----------------+-----------------+-----------------+----------------+-------+----------+----------------------------+----------------------------+
| Period | Period Start               | Period End                 | Max             | Min             | Avg             | Sum            | Count | Duration | Duration Start             | Duration End               |
| 360    | 2018-08-11T00:04:17.365000 | 2018-08-11T00:10:17.365000 | 52.7689311736   | 47.3769814742   | 50.2678192339   | 201.071276936  | 4     | 235.797  | 2018-08-11T00:04:18.460000 | 2018-08-11T00:08:14.257000 |
| 360    | 2018-08-11T00:10:17.365000 | 2018-08-11T00:16:17.365000 | 52.8827215884   | 30.0646968937   | 37.3383904486   | 186.691952243  | 5     | 235.848  | 2018-08-11T00:10:18.393000 | 2018-08-11T00:14:14.241000 |
| 360    | 2018-08-11T00:16:17.365000 | 2018-08-11T00:22:17.365000 | 35.9216439879   | 32.4147188538   | 34.0946231694   | 204.567739016  | 6     | 236.779  | 2018-08-11T00:16:17.472000 | 2018-08-11T00:20:14.251000 |
| 360    | 2018-08-11T00:22:17.365000 | 2018-08-11T00:28:17.365000 | 41.3468526889   | 36.0995777282   | 38.1013367535   | 228.608020521  | 6     | 236.768  | 2018-08-11T00:22:17.485000 | 2018-08-11T00:26:14.253000 |
| 360    | 2018-08-11T00:28:17.365000 | 2018-08-11T00:34:17.365000 | 44.5358590568   | 42.028065554    | 43.2990222132   | 259.794133279  | 6     | 236.769  | 2018-08-11T00:28:17.479000 | 2018-08-11T00:32:14.248000 |
| 360    | 2018-08-11T00:34:17.365000 | 2018-08-11T00:40:17.365000 | 51.250119597    | 47.3725033432   | 49.3331325272   | 295.998795163  | 6     | 236.746  | 2018-08-11T00:34:17.505000 | 2018-08-11T00:38:14.251000 |
| 360    | 2018-08-11T00:40:17.365000 | 2018-08-11T00:46:17.365000 | 54.148914369    | 35.6198702351   | 47.1169724463   | 282.701834678  | 6     | 236.742  | 2018-08-11T00:40:17.506000 | 2018-08-11T00:44:14.248000 |
| 360    | 2018-08-11T00:46:17.365000 | 2018-08-11T00:52:17.365000 | 36.3973233426   | 34.2577352944   | 35.1043659079   | 280.834927263  | 8     | 236.742  | 2018-08-11T00:46:17.518000 | 2018-08-11T00:50:14.260000 |
| 360    | 2018-08-11T00:52:17.365000 | 2018-08-11T00:58:17.365000 | 41.2047140171   | 39.3998800028   | 40.0492849271   | 320.394279416  | 8     | 236.736  | 2018-08-11T00:52:17.523000 | 2018-08-11T00:56:14.259000 |
| 360    | 2018-08-11T00:58:17.365000 | 2018-08-11T01:04:17.365000 | 46.9389264823   | 42.5008235507   | 44.5405518581   | 356.324414864  | 8     | 236.956  | 2018-08-11T00:58:17.517000 | 2018-08-11T01:02:14.473000 |
| 360    | 2018-08-11T01:04:17.365000 | 2018-08-11T01:10:17.365000 | 55.4073096033   | 49.5063460412   | 52.1932956084   | 417.546364867  | 8     | 236.744  | 2018-08-11T01:04:17.521000 | 2018-08-11T01:08:14.265000 |
| 360    | 2018-08-11T01:10:17.365000 | 2018-08-11T01:16:17.365000 | 50.5140969281   | 39.8100688703   | 43.6139834317   | 392.525850885  | 9     | 236.752  | 2018-08-11T01:10:17.521000 | 2018-08-11T01:14:14.273000 |
| 360    | 2018-08-11T01:16:17.365000 | 2018-08-11T01:22:17.365000 | 52.4912725555   | 45.7205805904   | 47.7458163945   | 477.458163945  | 10    | 236.746  | 2018-08-11T01:16:17.526000 | 2018-08-11T01:20:14.272000 |
| 360    | 2018-08-11T01:22:17.365000 | 2018-08-11T01:28:17.365000 | 57.322741683    | 46.4471026989   | 51.6215450076   | 516.215450076  | 10    | 236.749  | 2018-08-11T01:22:17.523000 | 2018-08-11T01:26:14.272000 |
| 360    | 2018-08-11T01:28:17.365000 | 2018-08-11T01:34:17.365000 | 61.8516058007   | 54.364662264    | 57.9531633133   | 579.531633133  | 10    | 236.742  | 2018-08-11T01:28:17.532000 | 2018-08-11T01:32:14.274000 |
| 360    | 2018-08-11T01:34:17.365000 | 2018-08-11T01:40:17.365000 | 67.0434892727   | 61.2528902111   | 63.5435727353   | 635.435727353  | 10    | 236.743  | 2018-08-11T01:34:17.531000 | 2018-08-11T01:38:14.274000 |
| 360    | 2018-08-11T01:40:17.365000 | 2018-08-11T01:46:17.365000 | 69.9793397398   | 63.820913429    | 66.6216385017   | 666.216385017  | 10    | 236.752  | 2018-08-11T01:40:17.525000 | 2018-08-11T01:44:14.277000 |
| 360    | 2018-08-11T01:46:17.365000 | 2018-08-11T01:52:17.365000 | 73.8229351598   | 67.3187397952   | 70.560478986    | 705.60478986   | 10    | 236.754  | 2018-08-11T01:46:17.526000 | 2018-08-11T01:50:14.280000 |
| 360    | 2018-08-11T01:52:17.365000 | 2018-08-11T01:58:17.365000 | 75.3343360012   | 66.2585735749   | 70.8012826926   | 708.012826926  | 10    | 236.737  | 2018-08-11T01:52:17.528000 | 2018-08-11T01:56:14.265000 |
| 360    | 2018-08-11T01:58:17.365000 | 2018-08-11T02:04:17.365000 | 71.4569530142   | 65.1078514726   | 68.0656972156   | 680.656972156  | 10    | 236.752  | 2018-08-11T01:58:17.518000 | 2018-08-11T02:02:14.270000 |
| 360    | 2018-08-11T02:04:17.365000 | 2018-08-11T02:10:17.365000 | 71.0742118251   | 66.105762918    | 68.3174606857   | 683.174606857  | 10    | 236.754  | 2018-08-11T02:04:17.526000 | 2018-08-11T02:08:14.280000 |
| 360    | 2018-08-11T02:10:17.365000 | 2018-08-11T02:16:17.365000 | 70.7024066361   | 62.0838197538   | 65.1795369657   | 651.795369657  | 10    | 236.733  | 2018-08-11T02:10:17.532000 | 2018-08-11T02:14:14.265000 |
| 360    | 2018-08-11T02:16:17.365000 | 2018-08-11T02:22:17.365000 | 68.740596712    | 60.9747042489   | 64.192111592    | 641.92111592   | 10    | 236.731  | 2018-08-11T02:16:17.529000 | 2018-08-11T02:20:14.260000 |
| 360    | 2018-08-11T02:22:17.365000 | 2018-08-11T02:28:17.365000 | 67.9684022919   | 58.0025941312   | 62.3913786255   | 623.913786255  | 10    | 236.741  | 2018-08-11T02:22:17.527000 | 2018-08-11T02:26:14.268000 |
| 360    | 2018-08-11T02:28:17.365000 | 2018-08-11T02:34:17.365000 | 63.0184885025   | 54.6569892006   | 57.7859374698   | 577.859374698  | 10    | 236.931  | 2018-08-11T02:28:17.524000 | 2018-08-11T02:32:14.455000 |
| 360    | 2018-08-11T02:34:17.365000 | 2018-08-11T02:40:17.365000 | 63.5838128448   | 57.8333606249   | 59.8610286926   | 598.610286926  | 10    | 236.738  | 2018-08-11T02:34:17.540000 | 2018-08-11T02:38:14.278000 |
| 360    | 2018-08-11T02:40:17.365000 | 2018-08-11T02:46:17.365000 | 61.5651843504   | 51.4121329778   | 56.4911106657   | 564.911106657  | 10    | 236.724  | 2018-08-11T02:40:17.546000 | 2018-08-11T02:44:14.270000 |
| 360    | 2018-08-11T02:46:17.365000 | 2018-08-11T02:52:17.365000 | 56.131702243    | 43.1038740056   | 50.721436558    | 507.21436558   | 10    | 236.739  | 2018-08-11T02:46:17.542000 | 2018-08-11T02:50:14.281000 |
| 360    | 2018-08-11T02:52:17.365000 | 2018-08-11T02:58:17.365000 | 49.3936301145   | 40.6359279904   | 44.1162318775   | 441.162318775  | 10    | 236.72   | 2018-08-11T02:52:17.558000 | 2018-08-11T02:56:14.278000 |
| 360    | 2018-08-11T02:58:17.365000 | 2018-08-11T03:04:17.365000 | 43.1526738991   | 34.3975152378   | 38.8954501207   | 388.954501207  | 10    | 236.734  | 2018-08-11T02:58:17.553000 | 2018-08-11T03:02:14.287000 |
| 360    | 2018-08-11T03:04:17.365000 | 2018-08-11T03:10:17.365000 | 41.7690367858   | 31.7542214378   | 35.7600733841   | 357.600733841  | 10    | 236.906  | 2018-08-11T03:04:17.554000 | 2018-08-11T03:08:14.460000 |
| 360    | 2018-08-11T03:10:17.365000 | 2018-08-11T03:16:17.365000 | 34.3383322365   | 27.444012866    | 30.7791597383   | 307.791597383  | 10    | 236.735  | 2018-08-11T03:10:17.553000 | 2018-08-11T03:14:14.288000 |
| 360    | 2018-08-11T03:16:17.365000 | 2018-08-11T03:22:17.365000 | 33.4132114035   | 26.0652974064   | 28.6032773905   | 286.032773905  | 10    | 236.737  | 2018-08-11T03:16:17.553000 | 2018-08-11T03:20:14.290000 |
| 360    | 2018-08-11T03:22:17.365000 | 2018-08-11T03:28:17.365000 | 30.1785396834   | 24.0455219797   | 26.5503749175   | 265.503749175  | 10    | 236.725  | 2018-08-11T03:22:17.549000 | 2018-08-11T03:26:14.274000 |
| 360    | 2018-08-11T03:28:17.365000 | 2018-08-11T03:34:17.365000 | 26.6238765204   | 22.0298402664   | 24.3597658341   | 243.597658341  | 10    | 236.72   | 2018-08-11T03:28:17.556000 | 2018-08-11T03:32:14.276000 |
| 360    | 2018-08-11T03:34:17.365000 | 2018-08-11T03:40:17.365000 | 26.1385075961   | 21.191824663    | 23.2243950163   | 232.243950163  | 10    | 236.722  | 2018-08-11T03:34:17.547000 | 2018-08-11T03:38:14.269000 |
| 360    | 2018-08-11T03:40:17.365000 | 2018-08-11T03:46:17.365000 | 23.9688744363   | 19.8857952885   | 21.8026845567   | 218.026845567  | 10    | 236.758  | 2018-08-11T03:40:17.543000 | 2018-08-11T03:44:14.301000 |
| 360    | 2018-08-11T03:46:17.365000 | 2018-08-11T03:52:17.365000 | 22.5594710024   | 18.8657055393   | 20.5327195458   | 205.327195458  | 10    | 236.545  | 2018-08-11T03:46:17.716000 | 2018-08-11T03:50:14.261000 |
| 360    | 2018-08-11T03:52:17.365000 | 2018-08-11T03:58:17.365000 | 22.4169502285   | 17.7364389838   | 19.5068368428   | 195.068368428  | 10    | 236.733  | 2018-08-11T03:52:17.533000 | 2018-08-11T03:56:14.266000 |
| 360    | 2018-08-11T03:58:17.365000 | 2018-08-11T04:04:17.365000 | 25.6046367548   | 19.6849802933   | 21.5777027724   | 172.621622179  | 8     | 236.71   | 2018-08-11T03:58:17.554000 | 2018-08-11T04:02:14.264000 |
| 360    | 2018-08-11T04:04:17.365000 | 2018-08-11T04:10:17.365000 | 23.2552403022   | 19.5673085831   | 21.3972489768   | 171.177991815  | 8     | 236.747  | 2018-08-11T04:04:17.536000 | 2018-08-11T04:08:14.283000 |
| 360    | 2018-08-11T04:10:17.365000 | 2018-08-11T04:16:17.365000 | 22.5168177484   | 18.5490462567   | 20.4511573673   | 163.609258938  | 8     | 236.728  | 2018-08-11T04:10:17.540000 | 2018-08-11T04:14:14.268000 |
| 360    | 2018-08-11T04:16:17.365000 | 2018-08-11T04:22:17.365000 | 22.7846679026   | 18.2138328296   | 20.0614311659   | 140.430018161  | 7     | 226.884  | 2018-08-11T04:16:17.539000 | 2018-08-11T04:20:04.423000 |
| 360    | 2018-08-11T04:22:17.365000 | 2018-08-11T04:28:17.365000 | 27.5990053334   | 22.6854142632   | 24.9588071127   | 149.752842676  | 6     | 226.893  | 2018-08-11T04:22:17.541000 | 2018-08-11T04:26:04.434000 |
| 360    | 2018-08-11T04:28:17.365000 | 2018-08-11T04:34:17.365000 | 20.5881606851   | 17.8026120915   | 18.8129800955   | 112.877880573  | 6     | 226.948  | 2018-08-11T04:28:17.549000 | 2018-08-11T04:32:04.497000 |
| 360    | 2018-08-11T04:34:17.365000 | 2018-08-11T04:40:17.365000 | 30.4385655837   | 23.1484673662   | 27.4349404179   | 109.739761671  | 4     | 226.826  | 2018-08-11T04:34:17.634000 | 2018-08-11T04:38:04.460000 |
| 360    | 2018-08-11T04:40:17.365000 | 2018-08-11T04:46:17.365000 | 31.5131605962   | 26.3548586169   | 28.8139023941   | 115.255609576  | 4     | 226.85   | 2018-08-11T04:40:17.578000 | 2018-08-11T04:44:04.428000 |
| 360    | 2018-08-11T04:46:17.365000 | 2018-08-11T04:52:17.365000 | 28.2827511424   | 25.5975250125   | 26.7866815314   | 107.146726126  | 4     | 226.916  | 2018-08-11T04:46:17.554000 | 2018-08-11T04:50:04.470000 |
| 360    | 2018-08-11T04:52:17.365000 | 2018-08-11T04:58:17.365000 | 25.5822186163   | 23.7901443758   | 24.8303405306   | 99.3213621224  | 4     | 226.901  | 2018-08-11T04:52:17.548000 | 2018-08-11T04:56:04.449000 |
| 360    | 2018-08-11T04:58:17.365000 | 2018-08-11T05:04:17.365000 | 23.7629383044   | 21.9029753104   | 23.0507725891   | 92.2030903565  | 4     | 226.884  | 2018-08-11T04:58:17.551000 | 2018-08-11T05:02:04.435000 |
| 360    | 2018-08-11T05:04:17.365000 | 2018-08-11T05:10:17.365000 | 23.1652219084   | 21.4692187978   | 22.1193908426   | 88.4775633705  | 4     | 226.887  | 2018-08-11T05:04:17.549000 | 2018-08-11T05:08:04.436000 |
| 360    | 2018-08-11T05:10:17.365000 | 2018-08-11T05:16:17.365000 | 20.9630264413   | 19.7847539751   | 20.5563480711   | 82.2253922845  | 4     | 226.929  | 2018-08-11T05:10:17.557000 | 2018-08-11T05:14:04.486000 |
| 360    | 2018-08-11T05:16:17.365000 | 2018-08-11T05:22:17.365000 | 20.2934426251   | 18.9805371637   | 19.5614414662   | 78.2457658649  | 4     | 226.864  | 2018-08-11T05:16:17.562000 | 2018-08-11T05:20:04.426000 |
| 360    | 2018-08-11T05:22:17.365000 | 2018-08-11T05:28:17.365000 | 38.2456354125   | 37.352417739    | 37.7990265757   | 75.5980531515  | 2     | 180.204  | 2018-08-11T05:23:04.414000 | 2018-08-11T05:26:04.618000 |
| 360    | 2018-08-11T05:28:17.365000 | 2018-08-11T05:34:17.365000 | 36.3229093628   | 35.0876298419   | 35.7052696024   | 71.4105392048  | 2     | 180.035  | 2018-08-11T05:29:04.422000 | 2018-08-11T05:32:04.457000 |
| 360    | 2018-08-11T05:34:17.365000 | 2018-08-11T05:40:17.365000 | 32.5805624842   | 30.7708742515   | 31.6757183679   | 63.3514367357  | 2     | 180.105  | 2018-08-11T05:35:04.411000 | 2018-08-11T05:38:04.516000 |
| 360    | 2018-08-11T05:40:17.365000 | 2018-08-11T05:46:17.365000 | 9.97768406191   | 0.194406061128  | 5.08604506152   | 10.172090123   | 2     | 180.035  | 2018-08-11T05:41:04.418000 | 2018-08-11T05:44:04.453000 |
| 360    | 2018-08-11T05:46:17.365000 | 2018-08-11T05:52:17.365000 | 0.183283649209  | 0.161140119018  | 0.172211884114  | 0.344423768227 | 2     | 180.048  | 2018-08-11T05:47:04.421000 | 2018-08-11T05:50:04.469000 |
| 360    | 2018-08-11T05:52:17.365000 | 2018-08-11T05:58:17.365000 | 0.177822881564  | 0.17770025012   | 0.177761565842  | 0.355523131684 | 2     | 180.078  | 2018-08-11T05:53:04.424000 | 2018-08-11T05:56:04.502000 |
| 360    | 2018-08-11T05:58:17.365000 | 2018-08-11T06:04:17.365000 | 0.233231633975  | 0.155623081275  | 0.194427357625  | 0.38885471525  | 2     | 180.079  | 2018-08-11T05:59:04.424000 | 2018-08-11T06:02:04.503000 |
| 360    | 2018-08-11T06:04:17.365000 | 2018-08-11T06:10:17.365000 | 0.194524102064  | 0.177756615853  | 0.186140358958  | 0.372280717917 | 2     | 180.022  | 2018-08-11T06:05:04.429000 | 2018-08-11T06:08:04.451000 |
| 360    | 2018-08-11T06:10:17.365000 | 2018-08-11T06:16:17.365000 | 0.183357309339  | 0.160981858777  | 0.172169584058  | 0.344339168116 | 2     | 180.145  | 2018-08-11T06:11:04.427000 | 2018-08-11T06:14:04.572000 |
| 360    | 2018-08-11T06:16:17.365000 | 2018-08-11T06:22:17.365000 | 0.17792030677   | 0.177735109502  | 0.177827708136  | 0.355655416273 | 2     | 180.043  | 2018-08-11T06:17:04.427000 | 2018-08-11T06:20:04.470000 |
| 360    | 2018-08-11T06:22:17.365000 | 2018-08-11T06:28:17.365000 | 0.177805295123  | 0.172052484799  | 0.174928889961  | 0.349857779922 | 2     | 180.177  | 2018-08-11T06:23:04.443000 | 2018-08-11T06:26:04.620000 |
| 360    | 2018-08-11T06:28:17.365000 | 2018-08-11T06:34:17.365000 | 38.900415514    | 17.8964582003   | 28.3984368571   | 56.7968737143  | 2     | 180.024  | 2018-08-11T06:29:04.432000 | 2018-08-11T06:32:04.456000 |
| 360    | 2018-08-11T06:34:17.365000 | 2018-08-11T06:40:17.365000 | 41.9856860808   | 40.1181144848   | 41.0519002828   | 82.1038005656  | 2     | 180.013  | 2018-08-11T06:35:04.450000 | 2018-08-11T06:38:04.463000 |
| 360    | 2018-08-11T06:40:17.365000 | 2018-08-11T06:46:17.365000 | 44.803297416    | 44.2286464331   | 44.5159719246   | 89.0319438492  | 2     | 180.031  | 2018-08-11T06:41:04.437000 | 2018-08-11T06:44:04.468000 |
| 360    | 2018-08-11T06:46:17.365000 | 2018-08-11T06:52:17.365000 | 47.5465085014   | 43.4050376369   | 45.4757730691   | 90.9515461383  | 2     | 180.013  | 2018-08-11T06:47:04.448000 | 2018-08-11T06:50:04.461000 |
| 360    | 2018-08-11T06:52:17.365000 | 2018-08-11T06:58:17.365000 | 50.583822357    | 50.3862454663   | 50.4850339116   | 100.970067823  | 2     | 180.018  | 2018-08-11T06:53:04.431000 | 2018-08-11T06:56:04.449000 |
| 360    | 2018-08-11T06:58:17.365000 | 2018-08-11T07:04:17.365000 | 36.8606448294   | 24.4870509001   | 29.1155911273   | 87.346773382   | 3     | 179.891  | 2018-08-11T06:59:04.587000 | 2018-08-11T07:02:04.478000 |
| 360    | 2018-08-11T07:04:17.365000 | 2018-08-11T07:10:17.365000 | 27.3449118524   | 24.9662147602   | 26.1099984168   | 104.439993667  | 4     | 180.071  | 2018-08-11T07:05:04.441000 | 2018-08-11T07:08:04.512000 |
| 360    | 2018-08-11T07:10:17.365000 | 2018-08-11T07:16:17.365000 | 29.2984925759   | 26.9468115509   | 27.9577292404   | 111.830916961  | 4     | 180.078  | 2018-08-11T07:11:04.458000 | 2018-08-11T07:14:04.536000 |
| 360    | 2018-08-11T07:16:17.365000 | 2018-08-11T07:22:17.365000 | 33.1367388809   | 28.4041558984   | 31.1090049405   | 124.436019762  | 4     | 179.861  | 2018-08-11T07:17:04.615000 | 2018-08-11T07:20:04.476000 |
| 360    | 2018-08-11T07:22:17.365000 | 2018-08-11T07:28:17.365000 | 36.3936163575   | 33.5095686987   | 34.8488483523   | 139.395393409  | 4     | 180.032  | 2018-08-11T07:23:04.454000 | 2018-08-11T07:26:04.486000 |
| 360    | 2018-08-11T07:28:17.365000 | 2018-08-11T07:34:17.365000 | 37.0824857171   | 35.1878467611   | 36.5949484777   | 146.379793911  | 4     | 180.113  | 2018-08-11T07:29:04.462000 | 2018-08-11T07:32:04.575000 |
| 360    | 2018-08-11T07:34:17.365000 | 2018-08-11T07:40:17.365000 | 39.9955086838   | 37.7114380242   | 38.8632238086   | 155.452895234  | 4     | 180.046  | 2018-08-11T07:35:04.467000 | 2018-08-11T07:38:04.513000 |
| 360    | 2018-08-11T07:40:17.365000 | 2018-08-11T07:46:17.365000 | 47.9345379733   | 41.5738155152   | 44.7194706358   | 178.877882543  | 4     | 180.038  | 2018-08-11T07:41:04.481000 | 2018-08-11T07:44:04.519000 |
| 360    | 2018-08-11T07:46:17.365000 | 2018-08-11T07:52:17.365000 | 49.4769892838   | 48.4977125088   | 48.8790508381   | 195.516203352  | 4     | 180.024  | 2018-08-11T07:47:04.485000 | 2018-08-11T07:50:04.509000 |
| 360    | 2018-08-11T07:52:17.365000 | 2018-08-11T07:58:17.365000 | 53.4113153349   | 49.9126276203   | 51.6689178669   | 206.675671468  | 4     | 180.037  | 2018-08-11T07:53:04.483000 | 2018-08-11T07:56:04.520000 |
| 360    | 2018-08-11T07:58:17.365000 | 2018-08-11T08:04:17.365000 | 41.6036305261   | 26.8239431818   | 35.4911413949   | 177.455706974  | 5     | 180.083  | 2018-08-11T07:59:04.480000 | 2018-08-11T08:02:04.563000 |
| 360    | 2018-08-11T08:04:17.365000 | 2018-08-11T08:10:17.365000 | 38.8573351496   | 28.4129565659   | 34.7367260956   | 208.420356573  | 6     | 226.074  | 2018-08-11T08:04:18.502000 | 2018-08-11T08:08:04.576000 |
| 360    | 2018-08-11T08:10:17.365000 | 2018-08-11T08:16:17.365000 | 41.9135357732   | 32.8941333138   | 38.3017130822   | 229.810278493  | 6     | 225.89   | 2018-08-11T08:10:18.721000 | 2018-08-11T08:14:04.611000 |
| 360    | 2018-08-11T08:16:17.365000 | 2018-08-11T08:22:17.365000 | 49.3663319195   | 38.0316573073   | 44.2726078182   | 265.635646909  | 6     | 225.916  | 2018-08-11T08:16:18.598000 | 2018-08-11T08:20:04.514000 |
| 360    | 2018-08-11T08:22:17.365000 | 2018-08-11T08:28:17.365000 | 53.9664337336   | 44.403414026    | 50.5863987263   | 303.518392358  | 6     | 226.001  | 2018-08-11T08:22:18.521000 | 2018-08-11T08:26:04.522000 |
| 360    | 2018-08-11T08:28:17.365000 | 2018-08-11T08:34:17.365000 | 43.6154630503   | 27.2253978174   | 36.7223501689   | 257.056451183  | 7     | 225.865  | 2018-08-11T08:28:18.654000 | 2018-08-11T08:32:04.519000 |
| 360    | 2018-08-11T08:34:17.365000 | 2018-08-11T08:40:17.365000 | 40.8734194349   | 30.6003110341   | 36.1834388783   | 289.467511027  | 8     | 225.982  | 2018-08-11T08:34:18.523000 | 2018-08-11T08:38:04.505000 |
| 360    | 2018-08-11T08:40:17.365000 | 2018-08-11T08:46:17.365000 | 45.6246385446   | 34.9378008275   | 40.7298502155   | 325.838801724  | 8     | 225.985  | 2018-08-11T08:40:18.522000 | 2018-08-11T08:44:04.507000 |
| 360    | 2018-08-11T08:46:17.365000 | 2018-08-11T08:52:17.365000 | 51.838424972    | 39.9160942603   | 46.0857413361   | 368.685930689  | 8     | 225.92   | 2018-08-11T08:46:18.615000 | 2018-08-11T08:50:04.535000 |
| 360    | 2018-08-11T08:52:17.365000 | 2018-08-11T08:58:17.365000 | 58.0054901284   | 47.1105265106   | 52.4305865436   | 419.444692349  | 8     | 226.14   | 2018-08-11T08:52:18.537000 | 2018-08-11T08:56:04.677000 |
| 360    | 2018-08-11T08:58:17.365000 | 2018-08-11T09:04:17.365000 | 48.9206065274   | 38.1405340543   | 42.8086088015   | 428.086088015  | 10    | 225.992  | 2018-08-11T08:58:18.530000 | 2018-08-11T09:02:04.522000 |
| 360    | 2018-08-11T09:04:17.365000 | 2018-08-11T09:10:17.365000 | 50.2718598549   | 39.7896489832   | 45.4946525339   | 454.946525339  | 10    | 225.96   | 2018-08-11T09:04:18.589000 | 2018-08-11T09:08:04.549000 |
| 360    | 2018-08-11T09:10:17.365000 | 2018-08-11T09:16:17.365000 | 55.852640056    | 44.3674199571   | 50.5038640112   | 505.038640112  | 10    | 226.007  | 2018-08-11T09:10:18.553000 | 2018-08-11T09:14:04.560000 |
| 360    | 2018-08-11T09:16:17.365000 | 2018-08-11T09:22:17.365000 | 60.2305915539   | 53.2468764132   | 56.6773109003   | 566.773109003  | 10    | 225.99   | 2018-08-11T09:16:18.597000 | 2018-08-11T09:20:04.587000 |
| 360    | 2018-08-11T09:22:17.365000 | 2018-08-11T09:28:17.365000 | 67.1417560596   | 56.201741032    | 61.6288215621   | 616.288215621  | 10    | 225.967  | 2018-08-11T09:22:18.541000 | 2018-08-11T09:26:04.508000 |
| 360    | 2018-08-11T09:28:17.365000 | 2018-08-11T09:34:17.365000 | 70.7681111126   | 62.7279540125   | 66.2630436274   | 662.630436274  | 10    | 225.981  | 2018-08-11T09:28:18.531000 | 2018-08-11T09:32:04.512000 |
| 360    | 2018-08-11T09:34:17.365000 | 2018-08-11T09:40:17.365000 | 74.3995357602   | 67.7955519452   | 71.157506798    | 711.57506798   | 10    | 225.988  | 2018-08-11T09:34:18.529000 | 2018-08-11T09:38:04.517000 |
| 360    | 2018-08-11T09:40:17.365000 | 2018-08-11T09:46:17.365000 | 76.5930866302   | 69.424685022    | 73.3934751564   | 733.934751564  | 10    | 225.963  | 2018-08-11T09:40:18.554000 | 2018-08-11T09:44:04.517000 |
| 360    | 2018-08-11T09:46:17.365000 | 2018-08-11T09:52:17.365000 | 76.6271228833   | 69.9878586618   | 73.5018608498   | 735.018608498  | 10    | 225.984  | 2018-08-11T09:46:18.540000 | 2018-08-11T09:50:04.524000 |
| 360    | 2018-08-11T09:52:17.365000 | 2018-08-11T09:58:17.365000 | 75.0372742826   | 69.2515967883   | 71.7895297784   | 717.895297784  | 10    | 225.963  | 2018-08-11T09:52:18.568000 | 2018-08-11T09:56:04.531000 |
| 360    | 2018-08-11T09:58:17.365000 | 2018-08-11T10:04:17.365000 | 70.8186389057   | 62.200772031    | 67.4211630579   | 674.211630579  | 10    | 225.973  | 2018-08-11T09:58:18.600000 | 2018-08-11T10:02:04.573000 |
| 360    | 2018-08-11T10:04:17.365000 | 2018-08-11T10:10:17.365000 | 69.2607213312   | 64.1584653531   | 66.8371383881   | 668.371383881  | 10    | 225.979  | 2018-08-11T10:04:18.560000 | 2018-08-11T10:08:04.539000 |
| 360    | 2018-08-11T10:10:17.365000 | 2018-08-11T10:16:17.365000 | 67.9677855352   | 62.2635709447   | 65.529202982    | 655.29202982   | 10    | 225.984  | 2018-08-11T10:10:18.606000 | 2018-08-11T10:14:04.590000 |
| 360    | 2018-08-11T10:16:17.365000 | 2018-08-11T10:22:17.365000 | 66.8417674749   | 60.7897783345   | 63.7517436153   | 637.517436153  | 10    | 225.958  | 2018-08-11T10:16:18.598000 | 2018-08-11T10:20:04.556000 |
| 360    | 2018-08-11T10:22:17.365000 | 2018-08-11T10:28:17.365000 | 66.6207966585   | 58.2349242722   | 62.5737209286   | 625.737209286  | 10    | 225.981  | 2018-08-11T10:22:18.560000 | 2018-08-11T10:26:04.541000 |
| 360    | 2018-08-11T10:28:17.365000 | 2018-08-11T10:34:17.365000 | 64.7490357822   | 57.5554695144   | 62.3124676894   | 623.124676894  | 10    | 226.0    | 2018-08-11T10:28:18.555000 | 2018-08-11T10:32:04.555000 |
| 360    | 2018-08-11T10:34:17.365000 | 2018-08-11T10:40:17.365000 | 61.401288538    | 51.2565070939   | 56.8458292091   | 568.458292091  | 10    | 225.992  | 2018-08-11T10:34:18.561000 | 2018-08-11T10:38:04.553000 |
| 360    | 2018-08-11T10:40:17.365000 | 2018-08-11T10:46:17.365000 | 54.6797303568   | 45.8102538618   | 51.0042236313   | 510.042236313  | 10    | 225.99   | 2018-08-11T10:40:18.563000 | 2018-08-11T10:44:04.553000 |
| 360    | 2018-08-11T10:46:17.365000 | 2018-08-11T10:52:17.365000 | 48.8788412323   | 40.1142390386   | 45.1707784085   | 451.707784085  | 10    | 225.917  | 2018-08-11T10:46:18.625000 | 2018-08-11T10:50:04.542000 |
| 360    | 2018-08-11T10:52:17.365000 | 2018-08-11T10:58:17.365000 | 44.8494536301   | 36.3030978929   | 41.1775072299   | 411.775072299  | 10    | 225.994  | 2018-08-11T10:52:18.567000 | 2018-08-11T10:56:04.561000 |
| 360    | 2018-08-11T10:58:17.365000 | 2018-08-11T11:04:17.365000 | 39.2847802899   | 33.4760207968   | 36.4445723888   | 364.445723888  | 10    | 226.015  | 2018-08-11T10:58:18.578000 | 2018-08-11T11:02:04.593000 |
| 360    | 2018-08-11T11:04:17.365000 | 2018-08-11T11:10:17.365000 | 36.3201994564   | 29.5131235402   | 33.1214113107   | 331.214113107  | 10    | 225.993  | 2018-08-11T11:04:18.564000 | 2018-08-11T11:08:04.557000 |
| 360    | 2018-08-11T11:10:17.365000 | 2018-08-11T11:16:17.365000 | 32.7629479687   | 27.5348125152   | 30.1604462938   | 301.604462938  | 10    | 225.987  | 2018-08-11T11:10:18.611000 | 2018-08-11T11:14:04.598000 |
| 360    | 2018-08-11T11:16:17.365000 | 2018-08-11T11:22:17.365000 | 29.3557111025   | 25.3781882231   | 27.7590933036   | 277.590933036  | 10    | 226.008  | 2018-08-11T11:16:18.615000 | 2018-08-11T11:20:04.623000 |
